ISO,REF_AREA_LABEL,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
EMU,Euro area,70.91489369650996,71.08697642358378,71.24553380660096,71.41034618963133,71.59109212311897,71.77230448526659,71.95355953139091,72.1299808095528,72.30316131414133,72.48198242221287,72.67452145924496,72.89062659425508,73.13375175939375,73.38355274888147,73.62825269622277,73.87027654687535,74.10718888503813,74.33532507001502,74.5609913920847,74.78743359014351,75.01676288838671,75.24116983563526,75.45691848471627,75.67557630987842,75.88772981913844,76.10294155329906,76.31975882515614,76.54149982123931,76.76334817416571,76.99972316915743,77.23498135936505,77.47162405071272,77.7126830118197,77.95604112646645,78.20471541498559
ERI,Eritrea,18.905,19.59,20.294,21.015,21.755,22.514,23.293,24.088,24.903,25.735,26.587,27.455,28.341,29.244,30.164,31.099,32.051,33.017,34.0,34.585,35.175,35.771,36.372,36.979,37.59,38.206,38.827,39.451,40.08,40.712,41.347,41.985,42.625,43.267,43.911
ESP,Spain,75.351,75.528,75.61,75.692,75.774,75.856,75.938,76.019,76.1,76.181,76.262,76.343,76.533,76.778,77.022,77.263,77.502,77.74,77.976,78.21,78.442,78.673,78.902,79.133,79.366,79.602,79.84,80.08,80.321,80.565,80.81,81.056,81.304,81.552,81.802
EST,Estonia,71.231,71.046,70.86,70.674,70.487,70.3,70.111,69.923,69.733,69.543,69.368,69.242,69.116,68.989,68.862,68.735,68.607,68.479,68.351,68.223,68.094,67.965,67.974,68.122,68.269,68.416,68.563,68.717,68.88,69.051,69.229,69.415,69.609,69.81,70.019
ETH,Ethiopia,12.621,12.867,13.116,13.37,13.627,13.827,14.006,14.186,14.369,14.553,14.74,14.927,15.118,15.31,15.504,15.7,15.899,16.116,16.51,16.91,17.319,17.735,18.16,18.575,18.998,19.428,19.866,20.31,20.763,21.225,21.695,22.174,22.661,23.157,23.661
EUU,European Union,69.36909200544378,69.55900065018773,69.71589079760409,69.84568350616121,69.98603930332382,70.1268366665122,70.26681315677034,70.40152564754707,70.53315184515803,70.66976322960345,70.82576175100468,71.01225938767593,71.24016281898841,71.4619792178923,71.67974557813483,71.897994774521,72.11408554359576,72.33315647838751,72.55103402455205,72.75852691157458,72.96642890804328,73.16082238367125,73.34982609066212,73.53880526776582,73.72318740972752,73.91413538256458,74.11115690455682,74.31371808385168,74.52128706459925,74.74058429860223,74.97598721599181,75.22018074965946,75.46205747041418,75.70388053254554,75.94928317697804
FCS,Fragile and conflict affected situations,35.173204041361764,35.41922605717688,35.66974877144043,35.91674626139101,36.08114383928063,36.21739238106984,36.39155256470196,36.57902810223912,36.7641634950648,36.95751402626417,37.16919129177019,37.45406431861633,37.71555348150329,37.97918872214754,38.25502259884,38.5403322301542,38.81395388061588,39.04650503573546,39.394497050435405,39.7494228049932,40.111530364556685,40.42841903618746,40.744224534000026,41.09474585888118,41.44930139910366,41.83283694174152,42.21402427566749,42.58431853139406,42.92721382857902,43.26807795438009,43.639422996626735,44.04210709140778,44.40164649530698,44.768587127188425,45.22087300660184
FIN,Finland,79.367,79.843,80.128,80.409,80.688,80.963,81.223,81.466,81.707,81.946,82.183,82.368,82.503,82.638,82.772,82.905,83.037,83.168,83.299,83.429,83.77,84.313,84.841,85.125,85.175,85.225,85.275,85.325,85.382,85.446,85.517,85.596,85.681,85.773,85.872
FJI,Fiji,41.611,42.381,43.156,43.933,44.713,45.496,46.282,46.732,47.123,47.515,47.908,48.3,48.692,49.085,49.479,49.871,50.264,50.657,51.146,51.658,52.171,52.683,53.196,53.706,54.216,54.726,55.235,55.742,56.248,56.75,57.247,57.74,58.229,58.713,59.192
FRA,France,74.056,74.229,74.401,74.572,74.743,74.912,75.082,75.25,75.417,75.614,75.871,76.127,76.38,76.632,76.883,77.13,77.377,77.621,77.868,78.117,78.369,78.622,78.878,79.135,79.394,79.655,79.917,80.18,80.444,80.709,80.975,81.242,81.509,81.777,82.044
FRO,Faroe Islands,30.594,31.154,31.872,32.596,33.33,34.071,34.822,35.354,35.654,35.86,36.337,37.175,38.022,38.714,39.247,39.781,40.147,40.341,40.536,40.731,40.926,41.088,41.225,41.363,41.501,41.638,41.777,41.914,42.064,42.225,42.398,42.583,42.779,42.987,43.206
FSM,"Micronesia, Fed. Sts.",25.818,25.752,25.686,25.62,25.554,25.068,24.473,23.889,23.314,22.749,22.33,22.33,22.33,22.33,22.33,22.33,22.324,22.317,22.311,22.305,22.298,22.305,22.324,22.355,22.399,22.456,22.526,22.608,22.703,22.812,22.933,23.068,23.217,23.379,23.555
GAB,Gabon,69.143,70.462,71.749,72.999,73.921,74.797,75.654,76.49,77.306,78.102,78.879,79.633,80.368,81.083,81.778,82.452,83.107,83.742,84.359,84.955,85.533,86.092,86.634,87.156,87.651,88.118,88.559,88.976,89.37,89.741,90.092,90.423,90.735,91.029,91.307
GBR,United Kingdom,78.14,78.112,78.172,78.232,78.293,78.353,78.413,78.472,78.532,78.591,78.651,78.751,79.047,79.339,79.629,79.915,80.199,80.479,80.757,81.031,81.302,81.57,81.837,82.102,82.365,82.626,82.886,83.143,83.398,83.652,83.903,84.152,84.398,84.642,84.884
GEO,Georgia,55.038,54.799,54.559,54.32,54.08,53.841,53.6,53.36,53.12,52.879,52.638,52.398,52.441,52.83,53.218,53.605,53.992,54.379,54.765,55.15,55.535,55.919,56.303,56.685,57.067,57.448,57.837,58.231,58.632,59.039,59.453,59.872,60.297,60.727,61.162
GHA,Ghana,36.441,37.17,37.905,38.644,39.39,40.14,40.896,41.654,42.418,43.184,43.929,44.601,45.275,45.951,46.63,47.308,47.988,48.669,49.351,50.031,50.713,51.394,52.073,52.748,53.419,54.086,54.749,55.407,56.06,56.707,57.349,57.985,58.615,59.238,59.854
GIB,Gibraltar,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GIN,Guinea,28.026,28.312,28.601,28.89,29.182,29.475,29.77,30.052,30.323,30.595,30.869,31.144,31.42,31.698,31.977,32.257,32.539,32.822,33.106,33.391,33.678,33.966,34.255,34.545,34.836,35.141,35.46,35.793,36.14,36.5,36.875,37.264,37.668,38.085,38.517
GMB,"Gambia, The",38.312,39.41,40.52,41.586,42.472,43.362,44.258,45.155,46.057,46.961,47.868,48.775,49.683,50.555,51.288,52.02,52.751,53.481,54.211,54.937,55.662,56.384,57.105,57.82,58.528,59.228,59.918,60.599,61.27,61.931,62.582,63.222,63.852,64.472,65.08
GNB,Guinea-Bissau,30.83,32.39,33.271,33.635,34.002,34.371,34.742,35.114,35.488,35.865,36.243,36.622,37.004,37.387,37.772,38.157,38.545,38.934,39.325,39.716,40.111,40.508,40.908,41.31,41.715,42.123,42.533,42.945,43.36,43.777,44.196,44.617,45.041,45.466,45.893
GNQ,Equatorial Guinea,34.745,35.748,36.766,37.792,38.831,40.494,42.187,43.893,45.616,47.35,49.092,50.832,52.573,54.307,56.033,57.74,59.431,61.1,62.745,64.358,65.94,67.488,69.0,69.544,70.083,70.616,71.138,71.646,72.143,72.627,73.1,73.561,74.01,74.448,74.874
GRC,Greece,71.467,71.635,71.757,71.878,71.998,72.119,72.239,72.358,72.478,72.597,72.716,72.913,73.303,73.689,74.073,74.452,74.827,75.199,75.568,75.932,76.292,76.649,77.004,77.355,77.702,78.046,78.387,78.724,79.058,79.388,79.715,80.038,80.357,80.673,80.984
GRD,Grenada,33.427,33.503,33.744,33.985,34.227,34.47,34.714,34.959,35.204,35.45,35.698,35.919,35.913,35.907,35.901,35.895,35.889,35.883,35.877,35.871,35.865,35.859,35.869,35.896,35.938,35.997,36.072,36.164,36.272,36.396,36.537,36.694,36.868,37.059,37.267
GRL,Greenland,79.698,80.033,80.301,80.503,80.703,80.902,81.1,81.226,81.351,81.476,81.6,81.849,82.095,82.338,82.58,82.858,83.172,83.482,83.787,84.087,84.383,84.755,85.2,85.551,85.813,86.071,86.326,86.574,86.816,87.052,87.282,87.507,87.727,87.94,88.149
GTM,Guatemala,41.992,42.323,42.655,42.987,43.32,43.654,43.989,44.323,44.659,44.995,45.332,45.668,46.005,46.318,46.616,46.913,47.21,47.508,47.807,48.104,48.403,48.701,49.0,49.311,49.634,49.971,50.319,50.68,51.054,51.439,51.836,52.245,52.666,53.098,53.542
GUM,Guam,90.796,91.061,91.32,91.571,91.816,92.055,92.287,92.513,92.733,92.946,93.129,93.233,93.334,93.435,93.534,93.631,93.727,93.822,93.916,94.008,94.099,94.188,94.277,94.364,94.449,94.534,94.617,94.699,94.78,94.859,94.938,95.015,95.091,95.166,95.24
GUY,Guyana,29.583,29.493,29.404,29.315,29.226,29.137,29.048,28.959,28.871,28.782,28.694,28.606,28.518,28.307,28.064,27.822,27.582,27.343,27.105,26.869,26.634,26.4,26.4,26.4,26.414,26.441,26.482,26.538,26.606,26.689,26.786,26.897,27.022,27.162,27.316
HIC,High income,73.57090385615382,73.81984993388386,74.05551892501138,74.27307102676006,74.49221578399194,74.71078461678557,74.92156135564741,75.1219856014955,75.32098317590156,75.51943944519465,75.71591046065667,76.02173339754945,76.37703166474469,76.71427480136343,77.04217688235308,77.3601853804245,77.65551092575187,77.94199878434623,78.21973806623927,78.48176318001374,78.73029096865899,78.92346650909008,79.09243324027223,79.2656707284999,79.43870611865407,79.61640288620116,79.79718425079537,79.97794651067855,80.15683203463793,80.3466412738277,80.54438586385068,80.73221114529403,80.94196213833501,81.16146988616015,81.38229752880078
HKG,"Hong Kong SAR, China",99.517,99.832,99.979,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
HND,Honduras,40.46,40.953,41.448,41.943,42.441,42.941,43.442,43.944,44.447,44.952,45.458,45.964,46.61,47.267,47.927,48.585,49.245,49.905,50.566,51.225,51.885,52.543,53.202,53.858,54.514,55.165,55.813,56.457,57.096,57.73,58.359,58.982,59.6,60.212,60.818
HPC,Heavily indebted poor countries (HIPC),25.46103767938321,25.8417989185358,26.21929421931224,26.582567616524127,26.95155377504857,27.293129729868987,27.55187043365705,27.83435305296524,28.134822687119616,28.438565146800208,28.751206646209056,29.09978421010128,29.44054524598642,29.78487500985068,30.131984716540394,30.500705592389963,30.875464467395386,31.19183870918665,31.624098920518403,32.05307562026665,32.49151296667299,32.9335581402091,33.35904399211055,33.79203410629543,34.23420204251849,34.69019040523854,35.15702878334775,35.624673107824364,36.093132334976445,36.56632147361843,37.046538966108834,37.53686938100272,38.03986954789357,38.547698504555285,39.05920302115832
HRV,Croatia,51.037,51.357,51.588,51.818,52.048,52.279,52.509,52.739,52.968,53.198,53.428,53.642,53.81,53.979,54.147,54.315,54.483,54.651,54.819,54.987,55.155,55.322,55.506,55.706,55.923,56.155,56.403,56.667,56.947,57.242,57.553,57.878,58.219,58.575,58.945
HTI,Haiti,28.51,29.641,30.8,31.39,31.987,32.59,33.2,33.792,34.389,34.992,35.6,37.251,38.935,40.645,41.679,42.638,43.604,44.574,45.551,46.528,47.509,48.492,49.477,50.46,51.444,52.427,53.396,54.346,55.278,56.192,57.088,57.964,58.82,59.656,60.472
HUN,Hungary,65.838,65.713,65.587,65.461,65.335,65.209,65.083,64.956,64.829,64.702,64.575,64.67,65.081,65.489,65.896,66.365,66.895,67.421,67.943,68.46,68.911,69.358,69.678,69.953,70.227,70.5,70.779,71.062,71.351,71.644,71.942,72.245,72.552,72.864,73.179
IBD,IBRD only,38.60088177675683,39.10020852912824,39.59971744279144,40.1008602035958,40.60593653304837,41.11107345850537,41.61753320595607,42.129546367851376,42.65167209939212,43.18000089976372,43.71835124734179,44.3038011635736,44.94258900804964,45.59211816006854,46.25109600039653,46.91648371587284,47.56981880244912,48.21148625833409,48.86100099710715,49.51075212588332,50.15844625712372,50.77719392998998,51.3872104622612,52.004383390934514,52.62850157209363,53.24925682577904,53.86302794984368,54.4730525266222,55.0771234775401,55.673018686201765,56.25723839974064,56.83690278841036,57.405194940573296,57.95860849474023,58.510064360890006
IBT,IDA & IBRD total,35.954191392396524,36.40700769477039,36.85229594751121,37.29404824958115,37.738719311308174,38.18062622693819,38.61612707185199,39.05807343085584,39.508950198133455,39.96318281630311,40.42563516190263,40.93750841183751,41.49067224319387,42.050642250772974,42.61873921417794,43.19275580513427,43.7570148528773,44.305750324301655,44.87133863795897,45.43615835178285,46.00079018505969,46.53749857608364,47.065933796718426,47.60480930563229,48.14662586336275,48.69258646077226,49.23363358259205,49.77135387519166,50.30108015215102,50.821135545986174,51.32859596951252,51.83017842714471,52.32617792522174,52.8141913129966,53.30368851005073
IDA,IDA total,25.480169860317,25.848700938981487,26.19898868234841,26.54221630182098,26.887379220816538,27.22371837958764,27.530903717139367,27.84903883522816,28.176090911403016,28.50145462050367,28.834920291640007,29.233839427542293,29.64452673591472,30.05568706248839,30.472282501854192,30.90046799373443,31.338752802149408,31.762940907957848,32.23313599722545,32.69911496714955,33.17428471851024,33.62301851446641,34.05332876578883,34.48626328100997,34.920461990074,35.39303816489691,35.87907731729877,36.37285223561989,36.86876002818528,37.3669945784169,37.86849327875331,38.37709275348762,38.90244030109325,39.43728704266064,39.97540600391843
IDB,IDA blend,30.6594749842499,31.0342177299774,31.412274862256,31.78183660539618,32.15222512584269,32.52410252254837,32.89813619925074,33.27018413459748,33.633892500720606,33.98537975034988,34.337421678852486,34.779170094102014,35.22509484640664,35.663135470766306,36.10435080600745,36.550082683059735,37.001047769779625,37.45478422067757,37.91307434149284,38.37710441638079,38.847748322363806,39.30618536731431,39.75567627997735,40.211627810999474,40.67643935279764,41.14837743806942,41.62237327309423,42.094267862310986,42.56837224927799,43.04615518360811,43.526580341855976,44.01116666957682,44.50567625494983,45.01184766814,45.52333641034807
IDN,Indonesia,30.584,31.613,32.703,33.808,34.933,36.076,37.235,38.406,39.593,40.792,42.002,42.783,43.568,44.356,45.149,45.942,46.738,47.535,48.335,49.134,49.914,50.595,51.276,51.955,52.635,53.313,53.989,54.659,55.325,55.985,56.641,57.29,57.934,58.572,59.204
IDX,IDA only,22.764306878954457,23.11327740000608,23.442460536434456,23.771474120703456,24.10151088811675,24.415595604946624,24.68274574490332,24.967183718015484,25.269778711193567,25.57750566016324,25.894160935028417,26.26082798593721,26.64954946563668,27.04415567836638,27.441475423718977,27.85491225664981,28.28227708480708,28.68192609550741,29.14753077520318,29.60400636413261,30.07171781051733,30.508932756019995,30.9267678051136,31.344744829035488,31.76294872687228,32.23931731199264,32.73994344842052,33.254134351323295,33.77040622463343,34.29014413418238,34.812779941759665,35.34176827380707,35.89078654136492,36.450975707915866,37.01407336081734
IMN,Isle of Man,51.746,51.745,51.754,51.764,51.773,51.783,51.792,51.8,51.808,51.815,51.823,51.833,51.851,51.869,51.887,51.905,51.922,51.94,51.958,51.976,51.994,52.012,52.046,52.096,52.162,52.245,52.343,52.458,52.588,52.735,52.898,53.076,53.271,53.482,53.708
IND,India,25.547,25.778,25.984,26.191,26.399,26.607,26.817,27.028,27.24,27.453,27.667,27.918,28.244,28.572,28.903,29.235,29.569,29.906,30.246,30.587,30.93,31.276,31.634,32.003,32.384,32.777,33.182,33.6,34.03,34.472,34.926,35.393,35.872,36.364,36.867
IRL,Ireland,56.929,57.073,57.293,57.512,57.731,57.949,58.173,58.419,58.664,58.91,59.155,59.399,59.649,59.925,60.202,60.477,60.738,60.94,61.141,61.342,61.542,61.742,61.942,62.141,62.34,62.538,62.737,62.947,63.17,63.405,63.653,63.912,64.183,64.466,64.76
IRN,"Iran, Islamic Rep.",56.33,56.865,57.653,58.519,59.38,60.236,61.087,61.853,62.588,63.318,64.042,64.758,65.468,66.172,66.869,67.558,68.239,68.864,69.458,70.045,70.626,71.2,71.755,72.295,72.83,73.358,73.88,74.394,74.898,75.391,75.874,76.345,76.807,77.257,77.698
IRQ,Iraq,69.706,69.522,69.337,69.152,68.966,68.78,68.593,68.405,68.388,68.442,68.496,68.55,68.604,68.658,68.712,68.766,68.819,68.873,68.927,68.98,69.103,69.268,69.432,69.595,69.758,69.921,70.094,70.278,70.473,70.678,70.893,71.119,71.354,71.599,71.853
ISL,Iceland,90.75,90.932,91.112,91.287,91.46,91.63,91.797,91.96,92.121,92.267,92.401,92.532,92.662,92.789,92.914,93.037,93.159,93.278,93.395,93.511,93.574,93.587,93.6,93.633,93.667,93.7,93.735,93.773,93.813,93.855,93.898,93.944,93.992,94.042,94.094
ISR,Israel,90.359,90.463,90.565,90.666,90.767,90.866,90.943,91.009,91.074,91.139,91.203,91.267,91.33,91.393,91.456,91.518,91.58,91.641,91.702,91.763,91.826,91.892,91.96,92.031,92.104,92.179,92.256,92.336,92.418,92.501,92.587,92.674,92.763,92.854,92.946
ITA,Italy,66.726,66.706,66.742,66.802,66.862,66.922,66.982,67.042,67.102,67.162,67.222,67.282,67.382,67.501,67.62,67.738,67.856,67.974,68.092,68.209,68.327,68.444,68.684,68.979,69.272,69.565,69.855,70.144,70.438,70.736,71.039,71.346,71.657,71.973,72.292
JAM,Jamaica,49.444,49.656,49.896,50.136,50.375,50.615,50.855,51.095,51.335,51.574,51.814,52.053,52.251,52.437,52.625,52.811,52.998,53.184,53.371,53.557,53.743,53.93,54.132,54.35,54.584,54.833,55.098,55.378,55.674,55.985,56.311,56.652,57.008,57.378,57.762
JOR,Jordan,73.291,74.455,75.586,76.68,77.74,78.207,78.22,78.232,78.245,78.258,78.27,78.283,78.296,78.308,78.321,79.485,80.97,82.371,83.692,84.928,86.088,87.172,88.185,89.125,90.0,90.256,90.506,90.747,90.979,91.203,91.418,91.626,91.827,92.02,92.206
JPN,Japan,77.339,77.473,77.61,77.746,77.881,78.016,78.145,78.272,78.398,78.523,78.649,79.99,81.647,83.196,84.64,85.978,87.118,88.146,89.103,89.989,90.812,91.069,91.148,91.226,91.304,91.381,91.457,91.535,91.616,91.698,91.782,91.867,91.955,92.043,92.134
KAZ,Kazakhstan,56.266,56.175,56.083,55.992,55.9,55.921,55.943,55.964,55.986,56.025,56.098,56.171,56.244,56.317,56.39,56.463,56.536,56.609,56.682,56.755,56.827,56.9,56.973,57.046,57.118,57.191,57.264,57.336,57.428,57.54,57.671,57.821,57.99,58.179,58.387
KEN,Kenya,16.748,17.043,17.342,17.645,17.952,18.263,18.579,18.898,19.222,19.55,19.892,20.239,20.591,20.948,21.31,21.675,22.045,22.42,22.8,23.183,23.571,23.969,24.376,24.794,25.221,25.658,26.105,26.562,27.03,27.507,27.995,28.493,29.002,29.52,30.049
KGZ,Kyrgyz Republic,37.777,37.49,37.203,36.918,36.633,36.349,36.066,35.785,35.504,35.3,35.298,35.296,35.295,35.293,35.292,35.29,35.289,35.287,35.285,35.284,35.306,35.352,35.423,35.517,35.635,35.777,35.944,36.135,36.351,36.591,36.856,37.146,37.461,37.801,38.166
KHM,Cambodia,15.546,15.887,16.234,16.587,16.946,17.311,17.683,18.06,18.355,18.47,18.586,18.703,18.82,18.937,19.055,19.174,19.293,19.413,19.571,19.93,20.294,20.663,21.037,21.415,21.799,22.188,22.582,22.98,23.388,23.805,24.232,24.668,25.114,25.57,26.035
KIR,Kiribati,34.987,35.272,35.555,35.839,36.123,36.409,37.386,38.752,40.138,41.54,42.958,43.473,43.492,43.512,43.532,43.551,44.03,44.866,45.706,46.547,47.39,48.235,49.082,49.927,50.773,51.619,52.45,53.262,54.057,54.835,55.594,56.335,57.058,57.762,58.448
KNA,St. Kitts and Nevis,34.609,34.474,34.283,34.093,33.904,33.715,33.526,33.339,33.151,32.965,32.778,32.598,32.455,32.312,32.17,32.028,31.886,31.744,31.603,31.463,31.322,31.182,31.062,30.964,30.885,30.827,30.79,30.773,30.776,30.799,30.843,30.906,30.991,31.096,31.221
KOR,"Korea, Rep.",73.844,74.972,75.82,76.645,77.452,78.239,78.662,78.905,79.145,79.384,79.621,79.94,80.299,80.652,81.002,81.345,81.528,81.631,81.733,81.835,81.936,81.923,81.851,81.779,81.707,81.634,81.562,81.503,81.459,81.43,81.414,81.414,81.427,81.456,81.498
KWT,Kuwait,97.974,97.988,98.002,98.016,98.029,98.096,98.325,98.527,98.705,98.862,99.0,99.908,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
LAC,Latin America & Caribbean (excluding high income),69.66485017077667,70.20896388644046,70.7279711964442,71.22799119000658,71.73487611125381,72.23658892441031,72.71364725241085,73.20116689500627,73.68474391388992,74.15142540813818,74.6149326240965,74.97901575559254,75.32510976314815,75.66805486336716,75.99649338268232,76.31970386105858,76.64009740960557,76.95617430610297,77.26528958362172,77.5661775693105,77.8654739637702,78.1611069994865,78.44863986841165,78.73128733917294,79.01270520391327,79.2919206746314,79.56631103017807,79.8363374785181,80.10279206829011,80.36738654631175,80.62999454810186,80.88943146141727,81.14426105100576,81.39532104764399,81.64545055741326
LAO,Lao PDR,15.437,15.782,16.133,16.49,16.854,17.378,18.234,19.12,20.039,20.991,21.977,22.993,24.044,25.126,26.242,27.186,27.748,28.316,28.893,29.475,30.064,30.66,31.264,31.872,32.487,33.108,33.736,34.368,35.004,35.645,36.29,36.939,37.592,38.247,38.906
LBN,Lebanon,83.12,83.472,83.818,84.157,84.491,84.82,85.142,85.459,85.77,85.885,86.0,86.118,86.24,86.366,86.494,86.627,86.762,86.901,87.042,87.187,87.334,87.484,87.636,87.79,87.947,88.106,88.266,88.429,88.593,88.758,88.925,89.093,89.262,89.432,89.603
LBR,Liberia,55.422,58.0,55.019,52.009,48.981,45.96,42.964,43.304,43.646,43.988,44.331,44.673,45.017,45.361,45.706,46.051,46.396,46.742,47.088,47.445,47.813,48.193,48.583,48.985,49.397,49.82,50.254,50.697,51.151,51.615,52.089,52.573,53.065,53.567,54.077
LBY,Libya,75.723,75.777,75.832,75.886,75.94,75.994,76.048,76.114,76.193,76.284,76.387,76.502,76.629,76.768,76.919,77.08,77.253,77.437,77.632,77.837,78.052,78.277,78.512,78.756,79.009,79.27,79.54,79.817,80.102,80.393,80.691,80.994,81.302,81.606,81.907
LCA,St. Lucia,29.349,29.572,29.369,29.167,28.965,28.765,28.565,28.366,28.168,27.971,27.774,27.473,26.329,25.216,24.133,23.085,22.068,21.084,20.131,19.213,18.45,18.45,18.45,18.461,18.482,18.515,18.558,18.612,18.678,18.754,18.841,18.94,19.05,19.172,19.306
LCN,Latin America & Caribbean,70.70871145587036,71.22951313881292,71.72704328153146,72.21237710162065,72.70355273672202,73.1897280498853,73.65389663110378,74.12669017232886,74.5949600652278,75.0475997421327,75.49602645760199,75.85464015958507,76.18332854813762,76.50358882832452,76.81059781083846,77.11493392282512,77.4142848028044,77.70926227743684,77.99762445073868,78.27852710126673,78.55791739254335,78.83346059443237,79.10070531507019,79.36293538102906,79.62360303364417,79.88196677273939,80.13495513472293,80.38016423152541,80.61386894677092,80.84886799586047,81.08779692568869,81.32722807678583,81.56491535645569,81.80121867934218,82.0375662207342
